Ticker,2022,2023,2024,2025
VRSK,173.46795654296875,236.32606506347656,274.1363220214844,246.08999633789062
CSGP,77.27999877929688,87.38999938964844,71.58999633789062,80.5999984741211
GEHC,58.144630432128906,77.10113525390625,78.07156372070312,74.48999786376953
CTSH,54.67259979248047,73.46878814697266,76.00735473632812,67.94000244140625
KHC,35.61467742919922,33.81873321533203,29.43622589111328,25.420000076293945
ODFL,139.8128204345703,200.56954956054688,175.48687744140625,141.36000061035156
TTD,44.83000183105469,71.95999908447266,117.52999877929688,53.4900016784668
DXCM,113.23999786376953,124.08999633789062,77.7699966430664,66.02999877929688
BIIB,276.9200134277344,258.7699890136719,152.9199981689453,152.2100067138672
LULU,320.3800048828125,511.2900085449219,382.4100036621094,173.1699981689453
CDW,172.61553955078125,222.40625,172.21920776367188,155.25
ON,62.369998931884766,83.52999877929688,63.04999923706055,48.16999816894531
GFS,53.88999938964844,60.599998474121094,42.90999984741211,34.90999984741211
