Date,Ticker,Close,Market Cap,Volume,Dividends,Stock Splits
2022-06-18 00:00:00-04:00,NVDA,17.100366592407227,416342625425.33875,1856057000,0.0,0.0
2022-06-25 00:00:00-04:00,NVDA,14.501263618469238,353062265318.87054,2635149000,0.0,0.0
2022-07-02 00:00:00-04:00,NVDA,15.814295768737793,385030659081.45905,2141338000,0.0,0.0
2022-07-09 00:00:00-04:00,NVDA,15.738409042358398,383183044954.2999,2259892000,0.0,0.0
2022-07-16 00:00:00-04:00,NVDA,17.293081283569336,421034650011.0626,3227141000,0.0,0.0
2022-07-23 00:00:00-04:00,NVDA,18.135812759399414,441552633253.09753,2358495000,0.0,0.0
2022-07-30 00:00:00-04:00,NVDA,18.96057891845703,461633214927.67334,2179862000,0.0,0.0
2022-08-06 00:00:00-04:00,NVDA,18.681001663208008,454826347494.12537,3234965000,0.0,0.0
2022-08-13 00:00:00-04:00,NVDA,17.82228660583496,433919211992.2638,2212740000,0.0,0.0
2022-08-20 00:00:00-04:00,NVDA,16.23566246032715,395289673921.5851,2842058000,0.0,0.0
2022-08-27 00:00:00-04:00,NVDA,13.626574516296387,331766209748.2681,3522045000,0.0,0.0
2022-09-03 00:00:00-04:00,NVDA,14.365466117858887,349756003571.5103,2159893000,0.004,0.0
2022-09-10 00:00:00-04:00,NVDA,13.18216323852539,320946128368.3777,2981998000,0.0,0.0
2022-09-17 00:00:00-04:00,NVDA,12.500981330871582,304361392462.7304,3324653000,0.0,0.0
2022-09-24 00:00:00-04:00,NVDA,12.124433517456055,295193582849.50256,2742012000,0.0,0.0
2022-10-01 00:00:00-04:00,NVDA,12.061509132385254,293661562846.1838,2955426000,0.0,0.0
2022-10-08 00:00:00-04:00,NVDA,11.21352767944336,273015758411.40747,3422306000,0.0,0.0
2022-10-15 00:00:00-04:00,NVDA,12.451041221618652,303145500622.7493,3025159000,0.0,0.0
2022-10-22 00:00:00-04:00,NVDA,13.817399978637695,336412237279.89197,2660045000,0.0,0.0
2022-10-29 00:00:00-04:00,NVDA,14.139013290405273,344242556581.4972,2704427000,0.0,0.0
2022-11-05 00:00:00-04:00,NVDA,16.307409286499023,397036493898.3917,2816073000,0.0,0.0
2022-11-12 00:00:00-05:00,NVDA,15.390511512756348,374712783801.0788,2926241000,0.0,0.0
2022-11-19 00:00:00-05:00,NVDA,16.250478744506836,395650405992.50793,1472780000,0.0,0.0
2022-11-26 00:00:00-05:00,NVDA,16.855751037597656,410386970512.39014,2009789000,0.004,0.0
2022-12-03 00:00:00-05:00,NVDA,16.984941482543945,413532370275.49744,2058131000,0.0,0.0
2022-12-10 00:00:00-05:00,NVDA,16.555347442626953,403073044185.6384,2567579000,0.0,0.0
2022-12-17 00:00:00-05:00,NVDA,15.191640853881836,369870879869.46106,1996695000,0.0,0.0
2022-12-24 00:00:00-05:00,NVDA,14.600199699401855,355471062081.337,1481381000,0.0,0.0
2022-12-31 00:00:00-05:00,NVDA,14.844965934753418,361430385613.44147,1626813000,0.0,0.0
2023-01-07 00:00:00-05:00,NVDA,16.88304328918457,411051454961.77673,2240313000,0.0,0.0
2023-01-14 00:00:00-05:00,NVDA,17.822153091430664,433915961317.0624,1968625000,0.0,0.0
2023-01-21 00:00:00-05:00,NVDA,20.345766067504883,495358366445.5414,2632581000,0.0,0.0
2023-01-28 00:00:00-05:00,NVDA,21.080074310302734,513236569232.9407,2640747000,0.0,0.0
2023-02-04 00:00:00-05:00,NVDA,21.244915008544922,517249945713.0432,2750611000,0.0,0.0
2023-02-11 00:00:00-05:00,NVDA,21.3677978515625,520241774291.9922,2448882000,0.0,0.0
2023-02-18 00:00:00-05:00,NVDA,23.264005661010742,566408745828.6285,2630910000,0.0,0.0
2023-02-25 00:00:00-05:00,NVDA,23.867435455322266,581100451030.7312,2170791000,0.0,0.0
2023-03-04 00:00:00-05:00,NVDA,22.943315505981445,558600902624.1302,2442279000,0.004,0.0
2023-03-11 00:00:00-05:00,NVDA,25.7050724029541,625841397794.7235,2853086000,0.0,0.0
2023-03-18 00:00:00-04:00,NVDA,26.758255004882812,651483234603.8818,2797259000,0.0,0.0
2023-03-25 00:00:00-04:00,NVDA,27.755477905273438,675762620559.6924,1909273000,0.0,0.0
2023-04-01 00:00:00-04:00,NVDA,27.016054153442383,657759870473.8617,1679977000,0.0,0.0
2023-04-08 00:00:00-04:00,NVDA,26.737268447875977,650972274900.4364,1905191000,0.0,0.0
2023-04-15 00:00:00-04:00,NVDA,27.09798812866211,659754716968.5364,2057759000,0.0,0.0
2023-04-22 00:00:00-04:00,NVDA,27.72749900817871,675081418352.1271,1793523000,0.0,0.0
2023-04-29 00:00:00-04:00,NVDA,28.657777786254883,697730915761.9476,2039790000,0.0,0.0
2023-05-06 00:00:00-04:00,NVDA,28.31804656982422,689459479835.5103,1625569000,0.0,0.0
2023-05-13 00:00:00-04:00,NVDA,31.239774703979492,760594794717.7887,2398499000,0.0,0.0
2023-05-20 00:00:00-04:00,NVDA,38.91582107543945,947483495723.7244,3707980000,0.0,0.0
2023-05-27 00:00:00-04:00,NVDA,39.29652786254883,956752563869.4763,3044585000,0.0,0.0
2023-06-03 00:00:00-04:00,NVDA,38.73996353149414,943201892101.2878,2142310000,0.004,0.0
2023-06-10 00:00:00-04:00,NVDA,42.66333770751953,1038724283164.978,2966705000,0.0,0.0
2023-06-17 00:00:00-04:00,NVDA,42.18065643310547,1026972442176.8188,1778633000,0.0,0.0
2023-06-24 00:00:00-04:00,NVDA,42.27359390258789,1029235190746.3074,2520798000,0.0,0.0
2023-07-01 00:00:00-04:00,NVDA,42.47446823120117,1034125878025.0549,1181290000,0.0,0.0
2023-07-08 00:00:00-04:00,NVDA,45.4384765625,1106290588867.1875,2383708000,0.0,0.0
2023-07-15 00:00:00-04:00,NVDA,44.27925109863281,1078066926498.4131,3008788000,0.0,0.0
2023-07-22 00:00:00-04:00,NVDA,46.71861267089844,1137458062698.3643,1882004000,0.0,0.0
2023-07-29 00:00:00-04:00,NVDA,44.650001525878906,1087093587150.5737,1705897000,0.0,0.0
2023-08-05 00:00:00-04:00,NVDA,40.82756805419922,994028799415.5884,2288236000,0.0,0.0
2023-08-12 00:00:00-04:00,NVDA,43.26992416381836,1053492843616.4856,2930412000,0.0,0.0
2023-08-19 00:00:00-04:00,NVDA,45.98710632324219,1119648077651.9775,4308297000,0.0,0.0
2023-08-26 00:00:00-04:00,NVDA,48.4764289855957,1180255616512.2986,3114195000,0.0,0.0
2023-09-02 00:00:00-04:00,NVDA,45.54140090942383,1108796487941.742,1757722000,0.004,0.0
2023-09-09 00:00:00-04:00,NVDA,43.87413787841797,1068203634925.8423,2098505000,0.0,0.0
2023-09-16 00:00:00-04:00,NVDA,41.58549118041992,1012481953769.6838,2170415000,0.0,0.0
2023-09-23 00:00:00-04:00,NVDA,43.4733772277832,1058446315364.8376,2088801000,0.0,0.0
2023-09-30 00:00:00-04:00,NVDA,45.73504638671875,1113511174377.4414,2093888000,0.0,0.0
2023-10-07 00:00:00-04:00,NVDA,45.4342155456543,1106186845890.0452,2111834000,0.0,0.0
2023-10-14 00:00:00-04:00,NVDA,41.36262130737305,1007055740970.6116,2793225000,0.0,0.0
2023-10-21 00:00:00-04:00,NVDA,40.47614669799805,985472743656.1584,2236157000,0.0,0.0
2023-10-28 00:00:00-04:00,NVDA,44.97848892211914,1095091269786.8347,2177372000,0.0,0.0
2023-11-04 00:00:00-04:00,NVDA,48.30652618408203,1176118993003.8452,2052358000,0.0,0.0
2023-11-11 00:00:00-05:00,NVDA,49.26896286010742,1199551438755.0354,1941548000,0.0,0.0
2023-11-18 00:00:00-05:00,NVDA,47.747859954833984,1162517146320.343,2173932000,0.0,0.0
2023-11-25 00:00:00-05:00,NVDA,46.73745346069336,1137916779407.5012,2074722000,0.0,0.0
2023-12-02 00:00:00-05:00,NVDA,47.4780158996582,1155947253108.9783,1899898000,0.004,0.0
2023-12-09 00:00:00-05:00,NVDA,48.86549377441406,1189728176925.6592,2201087000,0.0,0.0
2023-12-16 00:00:00-05:00,NVDA,48.80552673339844,1188268159378.0518,1827857000,0.0,0.0
2023-12-23 00:00:00-05:00,NVDA,49.4971809387207,1205107864315.033,1113728000,0.0,0.0
2023-12-30 00:00:00-05:00,NVDA,49.0723991394043,1194765701847.0764,1453724000,0.0,0.0
2024-01-06 00:00:00-05:00,NVDA,54.68258285522461,1331356844776.1536,2899159000,0.0,0.0
2024-01-13 00:00:00-05:00,NVDA,59.461185455322266,1447701482280.7312,1959125000,0.0,0.0
2024-01-20 00:00:00-05:00,NVDA,61.00041198730469,1485177030654.9072,2180966000,0.0,0.0
2024-01-27 00:00:00-05:00,NVDA,66.12683868408203,1609990141441.3452,2058987000,0.0,0.0
2024-02-03 00:00:00-05:00,NVDA,72.09685516357422,1755342132667.5415,2709823000,0.0,0.0
2024-02-10 00:00:00-05:00,NVDA,72.57660675048828,1767022644554.1382,2636656000,0.0,0.0
2024-02-17 00:00:00-05:00,NVDA,78.77751159667969,1917996074844.3604,3073076000,0.0,0.0
2024-02-24 00:00:00-05:00,NVDA,82.23775482177734,2002242616645.813,2275212000,0.0,0.0
2024-03-02 00:00:00-05:00,NVDA,87.48413848876953,2129976319786.0718,3469163000,0.004,0.0
2024-03-09 00:00:00-05:00,NVDA,87.79708862304688,2137595716705.3223,3226556000,0.0,0.0
2024-03-16 00:00:00-04:00,NVDA,94.24616241455078,2294611316307.068,2887301000,0.0,0.0
2024-03-23 00:00:00-04:00,NVDA,90.31494903564453,2198898064170.8374,2087063000,0.0,0.0
2024-03-30 00:00:00-04:00,NVDA,87.96802520751953,2141757509727.478,2090215000,0.0,0.0
2024-04-06 00:00:00-04:00,NVDA,88.14594268798828,2146089266624.4507,2075291000,0.0,0.0
2024-04-13 00:00:00-04:00,NVDA,76.1653823852539,1854398564933.7769,2631388000,0.0,0.0
2024-04-20 00:00:00-04:00,NVDA,87.69515228271484,2135113872627.2583,2522760000,0.0,0.0
2024-04-27 00:00:00-04:00,NVDA,88.74866485595703,2160763743247.9858,2088782000,0.0,0.0
2024-05-04 00:00:00-04:00,NVDA,89.83717346191406,2187265662277.2217,1852604000,0.0,0.0
2024-05-11 00:00:00-04:00,NVDA,92.43698120117188,2250563181304.9316,1687565000,0.0,0.0
2024-05-18 00:00:00-04:00,NVDA,106.42063903808594,2591023298660.2783,2460917000,0.0,0.0
2024-05-25 00:00:00-04:00,NVDA,109.58319091796875,2668021949279.785,2307986000,0.0,0.0
2024-06-01 00:00:00-04:00,NVDA,120.83309173583984,2941923284492.4927,2447200000,0.0,0.0
2024-06-08 00:00:00-04:00,NVDA,131.82009887695312,3209423947357.1777,1405605200,0.01,10.0
2024-06-15 00:00:00-04:00,NVDA,126.52288818359375,3080452758605.957,1750053700,0.0,0.0
2024-06-22 00:00:00-04:00,NVDA,123.49402618408203,3006709055503.845,1821317800,0.0,0.0
2024-06-29 00:00:00-04:00,NVDA,125.78316497802734,3062442717720.0317,933185200,0.0,0.0
2024-07-06 00:00:00-04:00,NVDA,129.19192504882812,3145435799163.8184,1399485700,0.0,0.0
2024-07-13 00:00:00-04:00,NVDA,117.8861083984375,2870173081176.758,1351385200,0.0,0.0
2024-07-20 00:00:00-04:00,NVDA,113.0179214477539,2751647333488.4644,1513222900,0.0,0.0
2024-07-27 00:00:00-04:00,NVDA,107.2300796508789,2610730749259.9487,2213649400,0.0,0.0
2024-08-03 00:00:00-04:00,NVDA,104.71101379394531,2549399052841.1865,2056049100,0.0,0.0
2024-08-10 00:00:00-04:00,NVDA,124.53363037109375,3032020298645.0195,1598129600,0.0,0.0
2024-08-17 00:00:00-04:00,NVDA,129.32183837890625,3148598799011.2305,1575724000,0.0,0.0
2024-08-24 00:00:00-04:00,NVDA,119.32557678222656,2905219817916.87,1869975300,0.0,0.0
2024-08-31 00:00:00-04:00,NVDA,102.7917251586914,2502670132438.6597,1570114200,0.0,0.0
2024-09-07 00:00:00-04:00,NVDA,119.05567169189453,2898648438682.556,1588029100,0.01,0.0
2024-09-14 00:00:00-04:00,NVDA,115.96675109863281,2823442488998.413,1466985900,0.0,0.0
2024-09-21 00:00:00-04:00,NVDA,121.36520385742188,2954878618316.6504,1419480300,0.0,0.0
2024-09-28 00:00:00-04:00,NVDA,124.88418579101562,3040555271453.8574,1271290200,0.0,0.0
2024-10-05 00:00:00-04:00,NVDA,134.76136779785156,3281035021774.292,1290685100,0.0,0.0
2024-10-12 00:00:00-04:00,NVDA,137.96043395996094,3358922685623.169,1357584500,0.0,0.0
2024-10-19 00:00:00-04:00,NVDA,141.49942016601562,3445086382781.9824,1154273100,0.0,0.0
2024-10-26 00:00:00-04:00,NVDA,135.36119079589844,3295638912307.7393,987765800,0.0,0.0
2024-11-02 00:00:00-04:00,NVDA,147.5876922607422,3593317543472.29,973098600,0.0,0.0
2024-11-09 00:00:00-05:00,NVDA,141.9392852783203,3455795778671.2646,1017459800,0.0,0.0
2024-11-16 00:00:00-05:00,NVDA,141.9093017578125,3455065769897.461,1396264700,0.0,0.0
2024-11-23 00:00:00-05:00,NVDA,138.2103729248047,3365007949600.2197,903463700,0.0,0.0
2024-11-30 00:00:00-05:00,NVDA,142.399169921875,3466992590087.8906,928447900,0.01,0.0
2024-12-07 00:00:00-05:00,NVDA,134.22076416015625,3267872945007.324,974961000,0.0,0.0
2024-12-14 00:00:00-05:00,NVDA,134.670654296875,3278826420166.0156,1291053700,0.0,0.0
2024-12-21 00:00:00-05:00,NVDA,136.98016357421875,3335056042541.504,567998700,0.0,0.0
2024-12-28 00:00:00-05:00,NVDA,144.43853759765625,3516645074890.1367,750963600,0.0,0.0
2025-01-04 00:00:00-05:00,NVDA,135.8804168701172,3308280509536.743,1052112000,0.0,0.0
2025-01-11 00:00:00-05:00,NVDA,137.6800079345703,3352095153182.9834,996041100,0.0,0.0
2025-01-18 00:00:00-05:00,NVDA,142.58892822265625,3471612635437.0117,825973500,0.0,0.0
2025-01-25 00:00:00-05:00,NVDA,120.04385375976562,2922707707489.0137,2646704500,0.0,0.0
2025-02-01 00:00:00-05:00,NVDA,129.81170654296875,3160525619201.66,1369686400,0.0,0.0
2025-02-08 00:00:00-05:00,NVDA,138.81976318359375,3379844774230.957,949079700,0.0,0.0
2025-02-15 00:00:00-05:00,NVDA,134.4007110595703,3272254112167.3584,758833800,0.0,0.0
2025-02-22 00:00:00-05:00,NVDA,124.89279174804688,3040764800689.6973,1677630500,0.0,0.0
2025-03-01 00:00:00-05:00,NVDA,112.66545867919922,2743065922462.4634,1756820000,0.0,0.0
2025-03-08 00:00:00-05:00,NVDA,121.64350128173828,2961654325706.482,1621837200,0.01,0.0
2025-03-15 00:00:00-04:00,NVDA,117.68518829345703,2865281279380.7983,1343942800,0.0,0.0
2025-03-22 00:00:00-04:00,NVDA,109.65620422363281,2669799604232.788,1156137600,0.0,0.0
2025-03-29 00:00:00-04:00,NVDA,94.29813385009766,2295876664848.3276,1613471100,0.0,0.0
2025-04-05 00:00:00-04:00,NVDA,110.9160385131836,2700472789680.481,2451432700,0.0,0.0
2025-04-12 00:00:00-04:00,NVDA,101.47722625732422,2470666027687.0728,1183206300,0.0,0.0
2025-04-19 00:00:00-04:00,NVDA,110.99604034423828,2702420594261.1694,1248911600,0.0,0.0
2025-04-26 00:00:00-04:00,NVDA,114.485595703125,2787380798583.9844,1039513700,0.0,0.0
2025-05-03 00:00:00-04:00,NVDA,116.63532257080078,2839720198631.2866,829847900,0.0,0.0
2025-05-10 00:00:00-04:00,NVDA,135.38296508789062,3296169050994.873,1289809300,0.0,0.0
2025-05-17 00:00:00-04:00,NVDA,131.2734832763672,3196115497329.712,1011442800,0.0,0.0
2025-05-24 00:00:00-04:00,NVDA,135.11300659179688,3289596371490.4785,1199387500,0.0,0.0
2025-05-31 00:00:00-04:00,NVDA,141.70216369628906,3450022579513.55,975746800,0.0,0.0
2025-06-07 00:00:00-04:00,NVDA,141.95213317871094,3456108586502.075,851876000,0.01,0.0
2025-06-14 00:00:00-04:00,NVDA,143.84188842773438,3502118457550.049,726692000,0.0,0.0
2025-06-21 00:00:00-04:00,NVDA,157.74110412597656,3840522662155.1514,1072401700,0.0,0.0
2025-06-28 00:00:00-04:00,NVDA,159.3310089111328,3879232073959.3506,722664100,0.0,0.0
2025-07-05 00:00:00-04:00,NVDA,164.91070556640625,4015080948425.293,823265800,0.0,0.0
2025-07-12 00:00:00-04:00,NVDA,172.40028381347656,4197429710006.714,833732200,0.0,0.0
2025-07-19 00:00:00-04:00,NVDA,173.49021911621094,4223966364822.3877,721624000,0.0,0.0
2025-07-26 00:00:00-04:00,NVDA,173.710205078125,4229322363037.1094,894627600,0.0,0.0
2025-08-02 00:00:00-04:00,NVDA,182.689697265625,4447946059326.172,717049600,0.0,0.0
2025-08-09 00:00:00-04:00,NVDA,180.4398193359375,4393168281372.0703,749836800,0.0,0.0
2025-08-16 00:00:00-04:00,NVDA,177.97996520996094,4333278212966.919,845210200,0.0,0.0
2025-08-23 00:00:00-04:00,NVDA,174.170166015625,4240521031982.422,1092265600,0.0,0.0
2025-08-30 00:00:00-04:00,NVDA,167.01058959960938,4066206824981.6895,761701300,0.0,0.0
2025-09-06 00:00:00-04:00,NVDA,177.8099822998047,4329139639053.3447,824239800,0.01,0.0
2025-09-13 00:00:00-04:00,NVDA,176.6699981689453,4301384445419.3115,928588600,0.0,0.0
2025-09-20 00:00:00-04:00,NVDA,178.19000244140625,4338391989440.918,945921100,0.0,0.0
2025-09-27 00:00:00-04:00,NVDA,187.6199951171875,4567984021118.164,878292100,0.0,0.0
2025-10-04 00:00:00-04:00,NVDA,183.16000366210938,4459396609161.377,879706600,0.0,0.0
2025-10-11 00:00:00-04:00,NVDA,183.22000122070312,4460857369720.459,926433200,0.0,0.0
2025-10-18 00:00:00-04:00,NVDA,181.16000366210938,4410702609161.377,371031295,0.0,0.0
2022-01-01 00:00:00-05:00,MSFT,304.428466796875,2262867444205.049,173959800,0.0,0.0
2022-01-08 00:00:00-05:00,MSFT,300.7059631347656,2235197455138.1533,193260900,0.0,0.0
2022-01-15 00:00:00-05:00,MSFT,286.96966552734375,2133093269590.7268,181632200,0.0,0.0
2022-01-22 00:00:00-05:00,MSFT,298.8253479003906,2221218529206.1616,352234000,0.0,0.0
2022-01-29 00:00:00-05:00,MSFT,296.5762939453125,2204500936962.7183,202857400,0.0,0.0
2022-02-05 00:00:00-05:00,MSFT,286.010009765625,2125959988647.3054,176801000,0.0,0.0
2022-02-12 00:00:00-05:00,MSFT,279.1176452636719,2074727896559.5745,160125500,0.62,0.0
2022-02-19 00:00:00-05:00,MSFT,288.8065185546875,2146746903756.7427,169083700,0.0,0.0
2022-02-26 00:00:00-05:00,MSFT,281.56951904296875,2092953082301.3955,157389300,0.0,0.0
2022-03-05 00:00:00-05:00,MSFT,272.05950927734375,2022263597447.59,184358500,0.0,0.0
2022-03-12 00:00:00-05:00,MSFT,291.837158203125,2169274152498.3728,176939300,0.0,0.0
2022-03-19 00:00:00-04:00,MSFT,294.9941711425781,2192740754937.9836,128717300,0.0,0.0
2022-03-26 00:00:00-04:00,MSFT,300.5700988769531,2234187553504.8735,148667800,0.0,0.0
2022-04-02 00:00:00-04:00,MSFT,288.4761657714844,2144291336555.4282,143329800,0.0,0.0
2022-04-09 00:00:00-04:00,MSFT,271.826416015625,2020530976451.411,115664800,0.0,0.0
2022-04-16 00:00:00-04:00,MSFT,266.1922912597656,1978651589741.0654,124842800,0.0,0.0
2022-04-23 00:00:00-04:00,MSFT,269.58245849609375,2003851266861.327,216395500,0.0,0.0
2022-04-30 00:00:00-04:00,MSFT,266.872314453125,1983706315278.8845,175769700,0.0,0.0
2022-05-07 00:00:00-04:00,MSFT,253.6515655517578,1885434289040.0408,221997200,0.0,0.0
2022-05-14 00:00:00-04:00,MSFT,245.3363800048828,1823626131397.8628,164627300,0.62,0.0
2022-05-21 00:00:00-04:00,MSFT,266.0430603027344,1977542331208.5547,142680100,0.0,0.0
2022-05-28 00:00:00-04:00,MSFT,262.90789794921875,1954238147809.6958,135187100,0.0,0.0
2022-06-04 00:00:00-04:00,MSFT,246.32644653320312,1830985460629.1465,120495800,0.0,0.0
2022-06-11 00:00:00-04:00,MSFT,241.12709045410156,1792337781829.5195,184153000,0.0,0.0
2022-06-18 00:00:00-04:00,MSFT,260.6490478515625,1937447739208.5967,115652800,0.0,0.0
2022-06-25 00:00:00-04:00,MSFT,252.7428741455078,1878679834630.217,126549000,0.0,0.0
2022-07-02 00:00:00-04:00,MSFT,260.61004638671875,1937157834831.3882,87284100,0.0,0.0
2022-07-09 00:00:00-04:00,MSFT,249.9582061767578,1857980934308.2263,139698000,0.0,0.0
2022-07-16 00:00:00-04:00,MSFT,253.50234985351562,1884325143928.648,113061900,0.0,0.0
2022-07-23 00:00:00-04:00,MSFT,273.3454895019531,2031822502417.2153,172010100,0.0,0.0
2022-07-30 00:00:00-04:00,MSFT,275.4583740234375,2047527924605.0225,102686000,0.0,0.0
2022-08-06 00:00:00-04:00,MSFT,284.2213439941406,2112664538371.4397,109517800,0.0,0.0
2022-08-13 00:00:00-04:00,MSFT,278.6130676269531,2070977287034.7212,92198200,0.62,0.0
2022-08-20 00:00:00-04:00,MSFT,261.5827941894531,1944388431093.9194,104858200,0.0,0.0
2022-08-27 00:00:00-04:00,MSFT,249.8448028564453,1857137988560.4124,114016200,0.0,0.0
2022-09-03 00:00:00-04:00,MSFT,258.0408630371094,1918060667535.5852,87859500,0.0,0.0
2022-09-10 00:00:00-04:00,MSFT,238.799560546875,1775036864777.006,147336700,0.0,0.0
2022-09-17 00:00:00-04:00,MSFT,232.1450958251953,1725573121337.575,147350000,0.0,0.0
2022-09-24 00:00:00-04:00,MSFT,227.24691772460938,1689164148561.9456,146921600,0.0,0.0
2022-10-01 00:00:00-04:00,MSFT,228.55441284179688,1698882977307.7305,142125400,0.0,0.0
2022-10-08 00:00:00-04:00,MSFT,223.0122833251953,1657687406516.864,154871900,0.0,0.0
2022-10-15 00:00:00-04:00,MSFT,236.2431640625,1756034744377.956,122568300,0.0,0.0
2022-10-22 00:00:00-04:00,MSFT,230.1448211669922,1710704746999.4539,223302200,0.0,0.0
2022-10-29 00:00:00-04:00,MSFT,216.01629638671875,1605685071617.857,170779600,0.0,0.0
2022-11-05 00:00:00-04:00,MSFT,241.11203002929688,1792225835186.208,170431600,0.0,0.0
2022-11-12 00:00:00-05:00,MSFT,235.364990234375,1749507132203.8196,137343700,0.68,0.0
2022-11-19 00:00:00-05:00,MSFT,242.163330078125,1800040323363.3982,74769700,0.0,0.0
2022-11-26 00:00:00-05:00,MSFT,249.53128051757812,1854807524852.0793,137898700,0.0,0.0
2022-12-03 00:00:00-05:00,MSFT,240.13787841796875,1784984804180.835,109602000,0.0,0.0
2022-12-10 00:00:00-05:00,MSFT,239.42361450195312,1779675561654.5747,229935300,0.0,0.0
2022-12-17 00:00:00-05:00,MSFT,233.59188842773438,1736327371468.1543,128396500,0.0,0.0
2022-12-24 00:00:00-05:00,MSFT,234.65843200683594,1744255167342.0703,75854900,0.0,0.0
2022-12-31 00:00:00-05:00,MSFT,220.08889770507812,1635957394812.557,159562600,0.0,0.0
2023-01-07 00:00:00-05:00,MSFT,234.0811004638672,1739963765927.3389,131675800,0.0,0.0
2023-01-14 00:00:00-05:00,MSFT,235.04977416992188,1747164078751.406,123872800,0.0,0.0
2023-01-21 00:00:00-05:00,MSFT,242.8189239501953,1804913461691.5496,198648400,0.0,0.0
2023-01-28 00:00:00-05:00,MSFT,252.78958129882812,1879027016671.9363,152686100,0.0,0.0
2023-02-04 00:00:00-05:00,MSFT,257.4373474121094,1913574635482.634,196239000,0.0,0.0
2023-02-11 00:00:00-05:00,MSFT,252.50579833984375,1876917610722.2805,170204900,0.68,0.0
2023-02-18 00:00:00-05:00,MSFT,244.4668731689453,1817162942418.6614,105098500,0.0,0.0
2023-02-25 00:00:00-05:00,MSFT,250.421142578125,1861422017602.4841,126814600,0.0,0.0
2023-03-04 00:00:00-05:00,MSFT,243.84890747070312,1812569500567.1123,117910500,0.0,0.0
2023-03-11 00:00:00-05:00,MSFT,274.1006774902344,2037435940381.5322,237284200,0.0,0.0
2023-03-18 00:00:00-04:00,MSFT,275.2190246582031,2045748800950.5273,177681500,0.0,0.0
2023-03-25 00:00:00-04:00,MSFT,282.8016052246094,2102111383882.797,131625200,0.0,0.0
2023-04-01 00:00:00-04:00,MSFT,286.03863525390625,2126172766664.3801,102542700,0.0,0.0
2023-04-08 00:00:00-04:00,MSFT,280.6827697753906,2086361727459.031,122993600,0.0,0.0
2023-04-15 00:00:00-04:00,MSFT,280.30999755859375,2083590849550.111,106069100,0.0,0.0
2023-04-22 00:00:00-04:00,MSFT,301.39996337890625,2240356074419.917,219914600,0.0,0.0
2023-04-29 00:00:00-04:00,MSFT,304.7252502441406,2265073484947.1074,120776300,0.0,0.0
2023-05-06 00:00:00-04:00,MSFT,303.07733154296875,2252824231062.2314,124192300,0.0,0.0
2023-05-13 00:00:00-04:00,MSFT,312.2686767578125,2321145029290.9907,122204500,0.68,0.0
2023-05-20 00:00:00-04:00,MSFT,327.2550048828125,2432540899654.403,158230100,0.0,0.0
2023-05-27 00:00:00-04:00,MSFT,329.72247314453125,2450882001778.66,128101400,0.0,0.0
