Date,Ticker,Close,Market Cap,Volume,Dividends,Stock Splits,sentiment_score
2023-10-01,NVDA,45.73504638671875,1113511174377.4414,2093888000,0.0,0.0,0.0
2023-10-08,NVDA,45.4342155456543,1106186845890.0452,2111834000,0.0,0.0,-0.16
2023-10-15,NVDA,41.36262130737305,1007055740970.6116,2793225000,0.0,0.0,0.0
2023-10-22,NVDA,40.47614669799805,985472743656.1584,2236157000,0.0,0.0,-0.32
2023-10-29,NVDA,44.978492736816406,1095091362663.269,2177372000,0.0,0.0,0.0
2023-11-05,NVDA,48.30652618408203,1176118993003.8452,2052358000,0.0,0.0,0.88
2023-11-12,NVDA,49.26896286010742,1199551438755.0354,1941548000,0.0,0.0,0.09
2023-11-19,NVDA,47.747859954833984,1162517146320.343,2173932000,0.0,0.0,0.51
2023-11-26,NVDA,46.73745346069336,1137916779407.5012,2074722000,0.0,0.0,0.63
2023-12-03,NVDA,47.47801208496094,1155947160232.544,1899898000,0.004,0.0,0.9
2023-12-10,NVDA,48.86549758911133,1189728269802.0935,2201087000,0.0,0.0,0.0
2023-12-17,NVDA,48.8055305480957,1188268252254.486,1827857000,0.0,0.0,0.29
2023-12-24,NVDA,49.4971809387207,1205107864315.033,1113728000,0.0,0.0,0.52
2024-01-01,NVDA,49.07239532470703,1194765608970.642,1453724000,0.0,0.0,0.376938
2024-01-01,NVDA,49.07239532470703,1194765608970.642,1453724000,0.0,0.0,0.376938
2024-01-08,NVDA,54.682579040527344,1331356751899.7192,2899159000,0.0,0.0,0.1755966666666666
2024-01-08,NVDA,54.682579040527344,1331356751899.7192,2899159000,0.0,0.0,0.1755966666666666
2024-01-15,NVDA,59.46118927001953,1447701575157.1655,1959125000,0.0,0.0,0.6216335
2024-01-15,NVDA,59.46118927001953,1447701575157.1655,1959125000,0.0,0.0,0.9287
2024-01-22,NVDA,61.00041580200195,1485177123531.3416,2180966000,0.0,0.0,0.2712434999999999
2024-01-22,NVDA,61.00041580200195,1485177123531.3416,2180966000,0.0,0.0,0.0
2024-01-29,NVDA,66.12684631347656,1609990327194.2139,2058987000,0.0,0.0,0.0
2024-02-05,NVDA,72.09686279296875,1755342318420.4102,2709823000,0.0,0.0,0.219267
2024-02-12,NVDA,72.57660675048828,1767022644554.1382,2636656000,0.0,0.0,0.28756
2024-02-19,NVDA,78.77749633789062,1917995703338.623,3073076000,0.0,0.0,0.3125334999999999
2024-02-26,NVDA,82.23775482177734,2002242616645.813,2275212000,0.0,0.0,0.0
2024-03-04,NVDA,87.48413848876953,2129976319786.0718,3469163000,0.004,0.0,0.3988085
2024-03-11,NVDA,87.79708862304688,2137595716705.3223,3226556000,0.0,0.0,0.0
2024-03-18,NVDA,94.24617004394531,2294611502059.9365,2887301000,0.0,0.0,0.0
2024-03-25,NVDA,90.31494903564453,2198898064170.8374,2087063000,0.0,0.0,-0.16
2024-04-01,NVDA,87.968017578125,2141757323974.6094,2090215000,0.0,0.0,-0.16
2024-04-08,NVDA,88.14593505859375,2146089080871.582,2075291000,0.0,0.0,0.32
2024-04-15,NVDA,76.16539001464844,1854398750686.6455,2631388000,0.0,0.0,0.61
2024-04-22,NVDA,87.69515228271484,2135113872627.2583,2522760000,0.0,0.0,0.38
2024-04-29,NVDA,88.74866485595703,2160763743247.9858,2088782000,0.0,0.0,0.59
2024-05-06,NVDA,89.837158203125,2187265290771.4844,1852604000,0.0,0.0,0.4
2024-05-13,NVDA,92.43698120117188,2250563181304.9316,1687565000,0.0,0.0,0.61
2024-05-20,NVDA,106.4206314086914,2591023112907.4097,2460917000,0.0,0.0,0.27
2024-05-27,NVDA,109.58320617675781,2668022320785.5225,2307986000,0.0,0.0,0.57
2024-06-03,NVDA,120.83308410644531,2941923098739.624,2447200000,0.0,0.0,0.24
2024-06-10,NVDA,131.82009887695312,3209423947357.1777,1405605200,0.01,10.0,0.42
2024-06-17,NVDA,126.52288818359375,3080452758605.957,1750053700,0.0,0.0,0.22
2024-06-24,NVDA,123.4940185546875,3006708869750.9766,1821317800,0.0,0.0,0.0
2024-07-01,NVDA,125.78316497802734,3062442717720.0317,933185200,0.0,0.0,0.35
2024-07-08,NVDA,129.19190979003906,3145435427658.081,1399485700,0.0,0.0,0.61
2024-07-15,NVDA,117.88611602783203,2870173266929.6265,1351385200,0.0,0.0,0.31
2024-07-15,NVDA,117.88611602783203,2870173266929.6265,1351385200,0.0,0.0,0.31
2024-07-22,NVDA,113.01791381835938,2751647147735.5957,1513222900,0.0,0.0,0.61
2024-07-29,NVDA,107.23006439208984,2610730377754.2114,2213649400,0.0,0.0,0.0
2024-08-05,NVDA,104.71101379394531,2549399052841.1865,2056049100,0.0,0.0,0.15
2024-08-12,NVDA,124.53363037109375,3032020298645.0195,1598129600,0.0,0.0,0.61
2024-08-19,NVDA,129.32183837890625,3148598799011.2305,1575724000,0.0,0.0,0.67
2024-08-26,NVDA,119.32557678222656,2905219817916.87,1869975300,0.0,0.0,0.76
2024-09-02,NVDA,102.7917251586914,2502670132438.6597,1570114200,0.0,0.0,0.62
2024-09-09,NVDA,119.05567169189453,2898648438682.556,1588029100,0.01,0.0,0.51
2024-09-16,NVDA,115.96674346923828,2823442303245.5444,1466985900,0.0,0.0,0.57
2024-09-23,NVDA,121.36520385742188,2954878618316.6504,1419480300,0.0,0.0,0.49
2024-09-30,NVDA,124.88418579101562,3040555271453.8574,1271290200,0.0,0.0,0.0
2024-10-07,NVDA,134.76136779785156,3281035021774.292,1290685100,0.0,0.0,0.68
2024-10-14,NVDA,137.96043395996094,3358922685623.169,1357584500,0.0,0.0,0.64
2024-10-21,NVDA,141.49942016601562,3445086382781.9824,1154273100,0.0,0.0,0.61
2024-10-28,NVDA,135.36119079589844,3295638912307.7393,987765800,0.0,0.0,0.0
2024-11-04,NVDA,147.58767700195312,3593317171966.5527,973098600,0.0,0.0,0.61
2024-11-11,NVDA,141.9392852783203,3455795778671.2646,1017459800,0.0,0.0,0.42
2024-11-18,NVDA,141.9093017578125,3455065769897.461,1396264700,0.0,0.0,0.0
2024-11-25,NVDA,138.2103729248047,3365007949600.2197,903463700,0.0,0.0,0.34
2024-12-02,NVDA,142.39918518066406,3466992961593.628,928447900,0.01,0.0,0.04
2024-12-09,NVDA,134.22076416015625,3267872945007.324,974961000,0.0,0.0,0.34
2024-12-16,NVDA,134.670654296875,3278826420166.0156,1291053700,0.0,0.0,0.27
2024-12-23,NVDA,136.98016357421875,3335056042541.504,567998700,0.0,0.0,0.21
2024-12-30,NVDA,134.26075744628906,3268846661544.8,323393900,0.0,0.0,0.0
2025-01-01,NVDA,140.10946655273438,3411245182159.424,1044729300,0.0,0.0,-0.12
2025-01-08,NVDA,131.73129272460938,3207261783966.0645,835351800,0.0,0.0,0.0
2025-01-15,NVDA,140.79933166503906,3428041328048.706,793390700,0.0,0.0,-0.57
2025-01-22,NVDA,128.9619140625,3139835721679.6875,2026721800,0.0,0.0,0.04
2025-01-29,NVDA,118.62416076660156,2888142442184.448,1875992900,0.0,0.0,-0.6
2025-02-05,NVDA,132.77108764648438,3232577670928.955,1137792200,0.0,0.0,0.47
2025-02-12,NVDA,139.36964416503906,3393232726486.206,772364800,0.0,0.0,0.19
2025-02-19,NVDA,126.6024169921875,3082389046508.789,1062467000,0.0,0.0,-0.48
2025-02-26,NVDA,115.96473693847656,2823393450241.089,1964365400,0.0,0.0,0.1
2025-03-05,NVDA,108.73631286621094,2647403009353.6377,1668628400,0.0,0.0,-0.03
2025-03-12,NVDA,115.40486145019531,2809762161727.9053,1455672500,0.01,0.0,0.0
2025-03-19,NVDA,120.67481994628906,2938069841232.3,1184654100,0.0,0.0,0.7
2025-03-26,NVDA,110.13613891601562,2681484574188.2324,1282064600,0.0,0.0,0.0
2025-04-02,NVDA,96.28788757324219,2344321198745.7275,2178929100,0.0,0.0,0.0
2025-04-09,NVDA,112.18588256835938,2731389682891.8457,1857819900,0.0,0.0,0.0
2025-04-16,NVDA,98.87755584716797,2407371852210.9985,1219040300,0.0,0.0,-0.1
2025-04-23,NVDA,109.00627899169922,2653975874610.901,1097558500,0.0,0.0,0.0
2025-04-30,NVDA,113.52571868896484,2764010672920.227,953049700,0.0,0.0,0.0
2025-05-07,NVDA,129.9136505126953,3163007649032.593,1093612500,0.0,0.0,0.0
2025-05-14,NVDA,134.3630828857422,3271337979019.165,1089024700,0.0,0.0,0.0
2025-05-21,NVDA,135.48294067382812,3298603156585.6934,849727600,0.0,0.0,0.0
2025-05-28,NVDA,141.2022247314453,3437850565536.499,1429675800,0.0,0.0,0.0
2025-06-04,NVDA,143.94189453125,3504553306152.3438,893501300,0.0,0.0,0.0
2025-06-11,NVDA,144.1018524169922,3508447800796.509,833121300,0.01,0.0,0.0
2025-06-18,NVDA,147.8916473388672,3600717937759.3994,746325300,0.0,0.0,0.0
2025-06-25,NVDA,153.29136657714844,3732184902053.833,1138250600,0.0,0.0,0.0
2025-07-02,NVDA,159.99098205566406,3895300440109.253,593212200,0.0,0.0,0.0
2025-07-09,NVDA,170.69036865234375,4155798405578.6133,912597000,0.0,0.0,0.0
2025-07-16,NVDA,167.0205841064453,4066450161239.624,782369400,0.0,0.0,0.0
2025-07-23,NVDA,175.50009155273438,4272900729034.424,699484600,0.0,0.0,0.0
2025-07-30,NVDA,178.24993896484375,4339851263977.051,905108800,0.0,0.0,0.86
2025-08-06,NVDA,183.14967346191406,4459145099777.222,696276300,0.0,0.0,0.0
2025-08-13,NVDA,175.63009643554688,4276065957916.26,783265100,0.0,0.0,0.0
2025-08-20,NVDA,181.75975036621094,4425304642166.138,859674000,0.0,0.0,0.0
2025-08-27,NVDA,170.77037048339844,4157746210159.302,991729500,0.0,0.0,-0.21
2025-09-03,NVDA,170.7503662109375,4157259166137.6953,851853900,0.0,0.0,0.61
2025-09-10,NVDA,174.87014770507812,4257563486175.537,790721700,0.01,0.0,0.0
2025-09-17,NVDA,178.42999267578125,4344235031677.246,1102985800,0.0,0.0,0.65
2025-09-24,NVDA,186.5800018310547,4542663304580.688,913769000,0.0,0.0,0.0
2025-10-01,NVDA,185.0399932861328,4505168716537.476,746013700,0.0,0.0,
2025-10-08,NVDA,180.02999877929688,4383190380279.541,941064700,0.0,0.0,
2025-10-15,NVDA,181.16000366210938,4410702609161.377,820093900,0.0,0.0,
2022-01-01,MSFT,304.428466796875,2262867444205.049,173959800,0.0,0.0,0.0
2022-01-08,MSFT,300.7059631347656,2235197455138.1533,193260900,0.0,0.0,0.0
2022-01-15,MSFT,286.96966552734375,2133093269590.7268,181632200,0.0,0.0,0.51
2022-01-22,MSFT,298.8253479003906,2221218529206.1616,352234000,0.0,0.0,0.48
2022-01-29,MSFT,296.576416015625,2204501844331.661,202857400,0.0,0.0,0.0
2022-02-05,MSFT,286.00994873046875,2125959534962.834,176801000,0.0,0.0,0.0
2022-02-12,MSFT,279.1175537109375,2074727216032.8672,160125500,0.62,0.0,0.0
2022-02-19,MSFT,288.8064270019531,2146746223230.0356,169083700,0.0,0.0,0.0
2022-02-26,MSFT,281.5694885253906,2092952855459.16,157389300,0.0,0.0,0.0
2022-03-05,MSFT,272.0595703125,2022264051132.0615,184358500,0.0,0.0,-0.01
2022-03-12,MSFT,291.8371887207031,2169274379340.6084,176939300,0.0,0.0,0.53
2022-03-19,MSFT,294.9942626953125,2192741435464.691,128717300,0.0,0.0,0.0
2022-03-26,MSFT,300.570068359375,2234187326662.6377,148667800,0.0,0.0,0.0
2022-04-02,MSFT,288.4761657714844,2144291336555.4282,143329800,0.0,0.0,-0.44
2022-04-09,MSFT,271.82635498046875,2020530522766.9395,115664800,0.0,0.0,0.0
2022-04-16,MSFT,266.1922912597656,1978651589741.0654,124842800,0.0,0.0,0.0
2022-04-23,MSFT,269.5824279785156,2003851040019.0913,216395500,0.0,0.0,0.0
2022-04-30,MSFT,266.8722839355469,1983706088436.649,175769700,0.0,0.0,0.0
2022-05-07,MSFT,253.65150451660156,1885433835355.5693,221997200,0.0,0.0,0.0
2022-05-14,MSFT,245.33636474609375,1823626017976.7449,164627300,0.62,0.0,0.0
2022-05-14,MSFT,245.33636474609375,1823626017976.7449,164627300,0.62,0.0,0.0
2022-05-21,MSFT,266.04302978515625,1977542104366.319,142680100,0.0,0.0,0.17
2022-05-28,MSFT,262.90789794921875,1954238147809.6958,135187100,0.0,0.0,0.0
2022-06-04,MSFT,246.32644653320312,1830985460629.1465,120495800,0.0,0.0,0.23
2022-06-11,MSFT,241.1270751953125,1792337668408.4019,184153000,0.0,0.0,0.0
2022-06-18,MSFT,260.64898681640625,1937447285524.1252,115652800,0.0,0.0,-0.18
2022-06-25,MSFT,252.74282836914062,1878679494366.8635,126549000,0.0,0.0,0.0
2022-07-02,MSFT,260.61004638671875,1937157834831.3882,87284100,0.0,0.0,0.0
2022-07-09,MSFT,249.95822143554688,1857981047729.3442,139698000,0.0,0.0,0.0
2022-07-16,MSFT,253.50228881835938,1884324690244.1765,113061900,0.0,0.0,0.0
2022-07-23,MSFT,273.3455505371094,2031822956101.6868,172010100,0.0,0.0,0.0
2022-07-30,MSFT,275.4583435058594,2047527697762.7869,102686000,0.0,0.0,0.0
2022-08-06,MSFT,284.2213439941406,2112664538371.4397,109517800,0.0,0.0,0.51
2022-08-13,MSFT,278.6130065917969,2070976833350.25,92198200,0.62,0.0,0.0
2022-08-20,MSFT,261.582763671875,1944388204251.6838,104858200,0.0,0.0,0.59
2022-08-27,MSFT,249.84478759765625,1857137875139.2947,114016200,0.0,0.0,0.58
2022-09-03,MSFT,258.04083251953125,1918060440693.3496,87859500,0.0,0.0,0.0
2022-09-10,MSFT,238.79954528808594,1775036751355.8882,147336700,0.0,0.0,0.0
2022-09-17,MSFT,232.1450958251953,1725573121337.575,147350000,0.0,0.0,0.0
2022-09-24,MSFT,227.2469482421875,1689164375404.1812,146921600,0.0,0.0,0.32
2022-10-01,MSFT,228.55442810058594,1698883090728.8481,142125400,0.0,0.0,0.0
2022-10-08,MSFT,223.01223754882812,1657687066253.5105,154871900,0.0,0.0,0.51
2022-10-15,MSFT,236.24314880371094,1756034630956.8381,122568300,0.0,0.0,0.0
2022-10-22,MSFT,230.1448211669922,1710704746999.4539,223302200,0.0,0.0,0.0
2022-10-29,MSFT,216.01629638671875,1605685071617.857,170779600,0.0,0.0,0.0
2022-11-05,MSFT,241.11203002929688,1792225835186.208,170431600,0.0,0.0,0.0
2022-11-12,MSFT,235.3650360107422,1749507472467.173,137343700,0.68,0.0,-0.41
2022-11-19,MSFT,242.163330078125,1800040323363.3982,74769700,0.0,0.0,0.26
2022-11-26,MSFT,249.53126525878906,1854807411430.9617,137898700,0.0,0.0,0.53
2022-12-03,MSFT,240.1378936767578,1784984917601.953,109602000,0.0,0.0,-0.09
2022-12-10,MSFT,239.423583984375,1779675334812.339,229935300,0.0,0.0,0.0
2022-12-17,MSFT,233.5918731689453,1736327258047.0364,128396500,0.0,0.0,0.0
2022-12-24,MSFT,234.65841674804688,1744255053920.9526,75854900,0.0,0.0,0.0
2023-01-01,MSFT,220.0888671875,1635957167970.3213,159562600,0.0,0.0,0.0
2023-01-08,MSFT,234.0811004638672,1739963765927.3389,131675800,0.0,0.0,0.0
2023-01-15,MSFT,235.04981994628906,1747164419014.7595,123872800,0.0,0.0,0.38
2023-01-22,MSFT,242.81890869140625,1804913348270.432,198648400,0.0,0.0,0.0
2023-01-29,MSFT,252.78964233398438,1879027470356.4077,152686100,0.0,0.0,0.0
2023-02-05,MSFT,257.4373779296875,1913574862324.8696,196239000,0.0,0.0,0.0
2023-02-12,MSFT,252.50584411621094,1876917950985.634,170204900,0.68,0.0,0.0
2023-02-19,MSFT,244.46685791015625,1817162828997.5437,105098500,0.0,0.0,0.0
2023-02-26,MSFT,250.42112731933594,1861421904181.3662,126814600,0.0,0.0,0.0
2023-03-05,MSFT,243.848876953125,1812569273724.8767,117910500,0.0,0.0,0.76
2023-03-12,MSFT,274.10076904296875,2037436620908.2393,237284200,0.0,0.0,0.56
2023-03-19,MSFT,275.2190246582031,2045748800950.5273,177681500,0.0,0.0,0.47
2023-03-26,MSFT,282.80157470703125,2102111157040.5615,131625200,0.0,0.0,0.0
2023-04-02,MSFT,286.03863525390625,2126172766664.3801,102542700,0.0,0.0,0.49
2023-04-09,MSFT,280.6827392578125,2086361500616.7954,122993600,0.0,0.0,0.0
2023-04-16,MSFT,280.30999755859375,2083590849550.111,106069100,0.0,0.0,0.56
2023-04-23,MSFT,301.3999938964844,2240356301262.153,219914600,0.0,0.0,0.68
2023-04-30,MSFT,304.7252502441406,2265073484947.1074,120776300,0.0,0.0,0.0
2023-05-07,MSFT,303.0773620605469,2252824457904.4673,124192300,0.0,0.0,0.0
2023-05-14,MSFT,312.2686767578125,2321145029290.9907,122204500,0.68,0.0,0.0
2023-05-21,MSFT,327.2549743652344,2432540672812.167,158230100,0.0,0.0,0.0
2023-05-28,MSFT,329.7225341796875,2450882455463.1313,128101400,0.0,0.0,-0.51
2023-06-04,MSFT,321.25823974609375,2387965946657.3857,128227100,0.0,0.0,0.0
2023-06-11,MSFT,336.5351257324219,2501521581946.776,158666500,0.0,0.0,0.0
2023-06-18,MSFT,329.3489685058594,2448105679656.084,98196900,0.0,0.0,0.0
2023-06-25,MSFT,334.7755126953125,2488442085479.2847,109964000,0.0,0.0,0.49
2023-07-02,MSFT,331.5116271972656,2464181081530.297,80057100,0.0,0.0,0.82
2023-07-09,MSFT,339.3958740234375,2522785999962.335,138404800,0.0,0.0,0.03
2023-07-16,MSFT,337.9507751464844,2512044339575.8364,228019200,0.0,0.0,0.0
2023-07-23,MSFT,332.6421813964844,2472584678993.567,194819700,0.0,0.0,0.46
2023-07-30,MSFT,322.2314453125,2395199945553.452,113514400,0.0,0.0,0.0
2023-08-06,MSFT,315.5760803222656,2345729510268.0684,106911600,0.0,0.0,-0.77
2023-08-13,MSFT,311.1227722167969,2312627330183.17,102513500,0.68,0.0,0.0
2023-08-20,MSFT,318.18499755859375,2365122026154.7363,106256500,0.0,0.0,0.0
2023-08-27,MSFT,323.7806091308594,2406715137963.6445,90668200,0.0,0.0,0.0
2023-09-03,MSFT,329.30731201171875,2447796040004.3706,74000800,0.0,0.0,0.48
2023-09-10,MSFT,325.3175048828125,2418139139795.0903,108640000,0.0,0.0,0.0
2023-09-17,MSFT,312.3036193847656,2321404763650.8525,111784900,0.0,0.0,0.0
2023-09-24,MSFT,311.0622863769531,2312177728872.0376,107374600,0.0,0.0,0.0
2023-10-01,MSFT,322.40142822265625,2396463456806.23,104962800,0.0,0.0,0.0
2023-10-08,MSFT,322.86444091796875,2399905107206.077,100897000,0.0,0.0,0.17
2023-10-15,MSFT,321.8201904296875,2392143019585.3306,113729900,0.0,0.0,0.23
2023-10-22,MSFT,324.91357421875,2415136655963.5337,178267100,0.0,0.0,0.32
2023-10-29,MSFT,347.5622253417969,2583487848021.0664,119238000,0.0,0.0,0.37
2023-11-05,MSFT,364.18182373046875,2707024087996.2246,129319400,0.0,0.0,0.88
2023-11-12,MSFT,364.359130859375,2708342041385.5674,141869800,0.75,0.0,0.0
2023-11-19,MSFT,372.5812683105469,2769458557051.1353,114410100,0.0,0.0,0.08
2023-11-26,MSFT,369.6987609863281,2748032400521.5312,135190600,0.0,0.0,0.0
2023-12-03,MSFT,369.4223937988281,2745978117235.1475,119583700,0.0,0.0,0.0
2023-12-10,MSFT,365.9673767089844,2720296400364.0503,205282400,0.0,0.0,0.88
