company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
intuitive,ISRG,United States,project-manager,6,Principal Project Manager,,,,,,,,
intuitive,ISRG,United States,product-manager,1,Product Manager 1,,,,,,,,
intuitive,ISRG,United States,product-manager,2,Product Manager 2,,,,,,,,
intuitive,ISRG,United States,product-manager,3,Product Manager 3,240600,155600,64500,20500,,,,
intuitive,ISRG,United States,product-manager,4,Senior Product Manager,273700,187300,60900,25600,,,,
intuitive,ISRG,United States,product-manager,5,Staff Product Manager,338400,207000,90000,41400,,,,
intuitive,ISRG,United States,product-manager,6,Principal Product Manager,,,,,,,,
intuitive,ISRG,United States,financial-analyst,1,Financial Analyst 1,,,,,,,,
intuitive,ISRG,United States,financial-analyst,2,Financial Analyst 2,120000,107000,2300,10800,,,,
intuitive,ISRG,United States,financial-analyst,3,Financial Analyst 3,,,,,,,,
intuitive,ISRG,United States,financial-analyst,4,Senior Financial Analyst,,,,,,,,
intuitive,ISRG,United States,financial-analyst,5,Staff Financial Analyst,,,,,,,,
intuitive,ISRG,United States,financial-analyst,6,Principal Financial Analyst,,,,,,,,
intuitive,ISRG,United States,business-analyst,1,Business Analyst 1,,,,,,,,
intuitive,ISRG,United States,business-analyst,2,Business Analyst 2,124400,94700,22500,7200,,,,
intuitive,ISRG,United States,business-analyst,3,Business Analyst 3,,,,,,,,
intuitive,ISRG,United States,business-analyst,4,Senior Business Analyst,,,,,,,,
intuitive,ISRG,United States,business-analyst,5,Staff Business Analyst,,,,,,,,
intuitive,ISRG,United States,business-analyst,6,Principal Business Analyst,,,,,,,,
intuitive,ISRG,United States,mechanical-engineer,1,Mechanical Engineer 1,,,,,,,,
intuitive,ISRG,United States,mechanical-engineer,2,Mechanical Engineer 2,,,,,,,,
intuitive,ISRG,United States,mechanical-engineer,3,Mechanical Engineer 3,187100,131800,40100,15200,,,,
intuitive,ISRG,United States,mechanical-engineer,4,Senior Mechanical Engineer,262900,159400,83100,20400,,,,
intuitive,ISRG,United States,mechanical-engineer,5,Staff Mechanical Engineer,374300,209600,127300,37500,,,,
intuitive,ISRG,United States,mechanical-engineer,6,Principal Mechanical Engineer,,,,,,,,
intuitive,ISRG,United States,software-engineering-manager,,M4,490000,220000,225000,45000,,,4 Years,18 Years
intuitive,ISRG,United States,product-designer,1,Product Designer 1,151400,127500,12500,11400,,,,
intuitive,ISRG,United States,product-designer,2,Product Designer 2,,,,,,,,
intuitive,ISRG,United States,product-designer,3,Product Designer 3,190000,158800,23800,7400,,,,
intuitive,ISRG,United States,product-designer,4,Senior Product Designer,217800,178400,34200,5200,,,,
intuitive,ISRG,United States,product-designer,5,Staff Product Designer,,,,,,,,
intuitive,ISRG,United States,product-designer,6,Principal Product Designer,,,,,,,,
bookingcom,BKNG,United States,software-engineer,1,"E
Junior Software Engineer
(Entry Level)",,,,,,,,
bookingcom,BKNG,United States,software-engineer,2,"F
Software Engineer I",171300,156500,6200,8600,,,,
bookingcom,BKNG,United States,software-engineer,3,"Software Engineer II
F",,,,,,,,
bookingcom,BKNG,United States,software-engineer,4,"G
Senior Software Engineer I",,,,,,,,
bookingcom,BKNG,United States,software-engineer,5,"Senior Software Engineer II
G",,,,,,,,
bookingcom,BKNG,United States,software-engineer,6,"H
Lead Software Engineer",,,,,,,,
bookingcom,BKNG,United States,software-engineer,7,"I
Principal Software Engineer",,,,,,,,
xcel energy,XEL,United States,information-technologist-it,,,104050,,,,114000,94100,,
xcel energy,XEL,United States,business-operations-manager,,,179500,,,,195000,164000,,
xcel energy,XEL,United States,data-analyst,,,97050,,,,105000,89100,,
xcel energy,XEL,United States,electrical-engineer,,,184000,,,,200000,168000,,
xcel energy,XEL,United States,data-scientist,,,102350,,,,111000,93700,,
xcel energy,XEL,United States,marketing,,,119500,,,,130000,109000,,
cadence,CDNS,United States,software-engineer,,,235150,,,,257600,212700,,
costar-group,CSGP,United States,software-engineer,1,"Associate Software Engineer
(Entry Level)",115500,113100,625,1900,,,,
costar-group,CSGP,United States,software-engineer,2,Software Engineer I,123400,121600,1300,455,,,,
costar-group,CSGP,United States,software-engineer,3,Software Engineer II,132200,130100,2100,0,,,,
costar-group,CSGP,United States,software-engineer,4,Senior Software Engineer,159900,155900,3900,89,,,,
costar-group,CSGP,United States,software-engineer,5,Lead Software Engineer,185900,178400,7500,0,,,,
costar-group,CSGP,United States,software-engineer,6,Principal Software Engineer,522500,272500,200000,50000,,,,
costar-group,CSGP,United States,cybersecurity-analyst,,Senior Security Engineer,170000,170000,0,0,,,0 Years,6 Years
costar-group,CSGP,United States,data-analyst,,,143700,,,,153000,134400,,
costar-group,CSGP,United States,product-manager,1,Associate Product Manager,,,,,,,,
costar-group,CSGP,United States,product-manager,2,Product Manager I,,,,,,,,
costar-group,CSGP,United States,product-manager,3,Product Manager II,,,,,,,,
costar-group,CSGP,United States,product-manager,4,Senior Product Manager,215300,180300,20000,15000,,,,
costar-group,CSGP,United States,product-manager,5,Lead Product Manager,,,,,,,,
costar-group,CSGP,United States,product-manager,6,Principal Product Manager,,,,,,,,
costar-group,CSGP,United States,data-scientist,1,Associate Data Scientist,,,,,,,,
costar-group,CSGP,United States,data-scientist,2,Data Scientist I,121900,112500,0,9400,,,,
costar-group,CSGP,United States,data-scientist,3,Data Scientist II,,,,,,,,
costar-group,CSGP,United States,data-scientist,4,Senior Data Scientist,,,,,,,,
costar-group,CSGP,United States,data-scientist,5,Lead Data Scientist,,,,,,,,
costar-group,CSGP,United States,data-scientist,6,Principal Data Scientist,,,,,,,,
costar-group,CSGP,United States,business-analyst,,,197000,,,,211700,182300,,
costar-group,CSGP,United States,marketing,,-,82000,82000,0,0,,,1 Year,2 Years
costar-group,CSGP,United States,business-development,,,134350,,,,147200,121500,,
costar-group,CSGP,United States,product-designer,1,Associate Product Designer,,,,,,,,
costar-group,CSGP,United States,product-designer,2,Product Designer I,,,,,,,,
costar-group,CSGP,United States,product-designer,3,Product Designer II,102000,100000,0,2000,,,,
costar-group,CSGP,United States,product-designer,4,Senior Product Designer,,,,,,,,
costar-group,CSGP,United States,product-designer,5,Lead Product Designer,,,,,,,,
costar-group,CSGP,United States,product-designer,6,Principal Product Designer,,,,,,,,
the-trade-desk,TTD,United States,software-engineer,1,"Software Engineer I
(Entry Level)",193000,153000,38800,1100,,,,
the-trade-desk,TTD,United States,software-engineer,2,Software Engineer II,261000,168000,92900,114,,,,
the-trade-desk,TTD,United States,software-engineer,3,Senior Software Engineer,319000,202000,117000,0,,,,
the-trade-desk,TTD,United States,software-engineer,4,Staff Software Engineer,440000,239000,197000,3600,,,,
the-trade-desk,TTD,United States,software-engineer,5,Senior Staff Software Engineer,682000,298000,383000,0,,,,
the-trade-desk,TTD,United States,software-engineer,6,Principal Software Engineer,,,,,,,,
the-trade-desk,TTD,United States,software-engineer,7,Distinguished Software Engineer,,,,,,,,
the-trade-desk,TTD,United States,software-engineer,8,Fellow Software Engineer,,,,,,,,
the-trade-desk,TTD,United States,software-engineer,9,Senior Fellow Software Engineer,,,,,,,,
the-trade-desk,TTD,United States,sales,,L3,150000,100000,50000,0,,,5-10 Years,5-10 Years
the-trade-desk,TTD,United States,data-analyst,,L1,132000,105000,27000,0,,,2 Years,7 Years
the-trade-desk,TTD,United States,customer-service,,,360000,,,,388000,332000,,
the-trade-desk,TTD,United States,product-manager,1,Associate Product Manager,,,,,,,,
the-trade-desk,TTD,United States,product-manager,2,Product Manager I,182000,148000,33800,375,,,,
the-trade-desk,TTD,United States,product-manager,3,Product Manager II,241000,191000,50600,0,,,,
the-trade-desk,TTD,United States,product-manager,4,Senior Product Manager,,,,,,,,
the-trade-desk,TTD,United States,product-manager,5,Staff Product Manager,328000,228000,100000,0,,,,
the-trade-desk,TTD,United States,product-manager,6,Senior Staff Product Manager,,,,,,,,
the-trade-desk,TTD,United States,product-manager,7,Principal Product Manager,569000,313000,235000,21300,,,,
the-trade-desk,TTD,United States,product-manager,8,Director,650000,323000,327000,0,,,,
the-trade-desk,TTD,United States,data-scientist,1,Associate Data Scientist,,,,,,,,
the-trade-desk,TTD,United States,data-scientist,2,Data Scientist I,,,,,,,,
the-trade-desk,TTD,United States,data-scientist,3,Data Scientist II,249000,187000,62500,0,,,,
the-trade-desk,TTD,United States,data-scientist,4,Senior Data Scientist,,,,,,,,
the-trade-desk,TTD,United States,data-scientist,5,Staff Data Scientist,324000,211000,113000,0,,,,
the-trade-desk,TTD,United States,data-scientist,6,Senior Staff Data Scientist,,,,,,,,
the-trade-desk,TTD,United States,data-scientist,7,Principal Data Scientist,,,,,,,,
the-trade-desk,TTD,United States,data-scientist,8,Director,,,,,,,,
the-trade-desk,TTD,United States,business-analyst,,,204000,,,,220000,188000,,
the-trade-desk,TTD,United States,business-development,,,460000,,,,504000,416000,,
the-trade-desk,TTD,United States,software-engineering-manager,,-,435000,235000,200000,0,,,6 Years,15 Years
the-trade-desk,TTD,United States,product-designer,1,Associate Product Designer,,,,,,,,
the-trade-desk,TTD,United States,product-designer,2,Product Designer I,,,,,,,,
the-trade-desk,TTD,United States,product-designer,3,Product Designer II,180000,155000,25000,0,,,,
the-trade-desk,TTD,United States,product-designer,4,Senior Product Designer,,,,,,,,
the-trade-desk,TTD,United States,product-designer,5,Staff Product Designer,,,,,,,,
the-trade-desk,TTD,United States,product-designer,6,Senior Staff Product Designer,,,,,,,,
the-trade-desk,TTD,United States,product-designer,7,Principal Product Designer,,,,,,,,
the-trade-desk,TTD,United States,product-designer,8,Director,,,,,,,,
kla,KLAC,United States,software-engineer,1,"P1
(Entry Level)",123800,106500,8800,8600,,,,
kla,KLAC,United States,software-engineer,2,P2,166000,137500,10600,17900,,,,
kla,KLAC,United States,software-engineer,3,P3,167500,140400,15700,11400,,,,
kla,KLAC,United States,software-engineer,4,P4,234800,180600,35100,19200,,,,
kla,KLAC,United States,software-engineer,5,P5,290300,217000,42500,30800,,,,
kla,KLAC,United States,software-engineer,6,P6,,,,,,,,
kla,KLAC,United States,hardware-engineer,1,P1,,,,,,,,
kla,KLAC,United States,hardware-engineer,2,P2,140000,112500,10500,17000,,,,
kla,KLAC,United States,hardware-engineer,3,P3,158500,137200,7900,13500,,,,
kla,KLAC,United States,hardware-engineer,4,P4,209200,161800,20600,26900,,,,
kla,KLAC,United States,hardware-engineer,5,P5,245000,189000,31000,25000,,,,
kla,KLAC,United States,hardware-engineer,6,P6,,,,,,,,
kla,KLAC,United States,data-science-manager,1,P1,,,,,,,,
kla,KLAC,United States,data-science-manager,2,P2,,,,,,,,
kla,KLAC,United States,data-science-manager,3,P3,,,,,,,,
kla,KLAC,United States,data-science-manager,4,P4,205500,166000,12500,27000,,,,
kla,KLAC,United States,data-science-manager,5,P5,,,,,,,,
kla,KLAC,United States,data-science-manager,6,P6,,,,,,,,
kla,KLAC,United States,customer-service,1,P1,,,,,,,,
kla,KLAC,United States,customer-service,2,P2,,,,,,,,
kla,KLAC,United States,customer-service,3,P3,,,,,,,,
kla,KLAC,United States,customer-service,4,P4,139900,124900,0,15000,,,,
kla,KLAC,United States,customer-service,5,P5,,,,,,,,
kla,KLAC,United States,customer-service,6,P6,,,,,,,,
kla,KLAC,United States,optical-engineer,1,P1,,,,,,,,
kla,KLAC,United States,optical-engineer,2,P2,113300,102800,2500,8000,,,,
kla,KLAC,United States,optical-engineer,3,P3,179000,146500,22500,10000,,,,
kla,KLAC,United States,optical-engineer,4,P4,225000,177000,20000,28000,,,,
kla,KLAC,United States,optical-engineer,5,P5,,,,,,,,
kla,KLAC,United States,optical-engineer,6,P6,,,,,,,,
kla,KLAC,United States,data-scientist,1,P1,,,,,,,,
kla,KLAC,United States,data-scientist,2,P2,147700,134300,3300,10000,,,,
kla,KLAC,United States,data-scientist,3,P3,,,,,,,,
kla,KLAC,United States,data-scientist,4,P4,212800,166300,20400,26000,,,,
kla,KLAC,United States,data-scientist,5,P5,,,,,,,,
kla,KLAC,United States,data-scientist,6,P6,,,,,,,,
kla,KLAC,United States,marketing,1,P1,,,,,,,,
kla,KLAC,United States,marketing,2,P2,,,,,,,,
kla,KLAC,United States,marketing,3,P3,,,,,,,,
kla,KLAC,United States,marketing,4,P4,230600,167200,33200,30200,,,,
kla,KLAC,United States,marketing,5,P5,237000,207000,15000,15000,,,,
kla,KLAC,United States,marketing,6,P6,,,,,,,,
kla,KLAC,United States,mechanical-engineer,1,P1,,,,,,,,
kla,KLAC,United States,mechanical-engineer,2,P2,121900,111600,2300,8100,,,,
kla,KLAC,United States,mechanical-engineer,3,P3,147900,121700,14400,11800,,,,
kla,KLAC,United States,mechanical-engineer,4,P4,184800,148200,15200,21400,,,,
kla,KLAC,United States,mechanical-engineer,5,P5,277500,201500,37500,38500,,,,
kla,KLAC,United States,mechanical-engineer,6,P6,,,,,,,,
kla,KLAC,United States,software-engineering-manager,1,P1,,,,,,,,
kla,KLAC,United States,software-engineering-manager,2,P2,,,,,,,,
kla,KLAC,United States,software-engineering-manager,3,P3,253000,176000,50500,26500,,,,
kla,KLAC,United States,software-engineering-manager,4,P4,196800,145000,36000,15800,,,,
kla,KLAC,United States,software-engineering-manager,5,P5,,,,,,,,
kla,KLAC,United States,software-engineering-manager,6,P6,,,,,,,,
kla,KLAC,United States,product-designer,1,P1,,,,,,,,
kla,KLAC,United States,product-designer,2,P2,,,,,,,,
kla,KLAC,United States,product-designer,3,P3,180100,136900,24500,18800,,,,
kla,KLAC,United States,product-designer,4,P4,235000,205500,13500,16000,,,,
kla,KLAC,United States,product-designer,5,P5,,,,,,,,
kla,KLAC,United States,product-designer,6,P6,,,,,,,,
fortinet,FTNT,United States,software-engineer,1,"P1
Software Engineer 1
(Entry Level)",128000,106000,16000,5700,,,,
fortinet,FTNT,United States,software-engineer,2,"P2
Software Engineer 2",157000,143000,14000,0,,,,
fortinet,FTNT,United States,software-engineer,3,"P3
Senior Software Engineer",198000,166000,30300,1900,,,,
fortinet,FTNT,United States,software-engineer,4,"P4
Staff Software Engineer",258000,202000,47400,8900,,,,
fortinet,FTNT,United States,software-engineer,5,"P5
Senior Staff Software Engineer",211000,179000,24100,7100,,,,
fortinet,FTNT,United States,software-engineer,6,"P6
Principal Software Engineer",281000,215000,46800,19400,,,,
fortinet,FTNT,United States,cybersecurity-analyst,1,P1,,,,,,,,
fortinet,FTNT,United States,cybersecurity-analyst,2,P2,140000,130000,8900,1300,,,,
fortinet,FTNT,United States,cybersecurity-analyst,3,P3,148000,116000,32500,0,,,,
fortinet,FTNT,United States,cybersecurity-analyst,4,P4,,,,,,,,
fortinet,FTNT,United States,cybersecurity-analyst,5,P5,,,,,,,,
fortinet,FTNT,United States,cybersecurity-analyst,6,P6,,,,,,,,
fortinet,FTNT,United States,sales,1,P1,,,,,,,,
fortinet,FTNT,United States,sales,2,P2,98200,88200,10000,0,,,,
fortinet,FTNT,United States,sales,3,P3,129000,125000,3500,0,,,,
fortinet,FTNT,United States,sales,4,P4,,,,,,,,
fortinet,FTNT,United States,sales,5,P5,,,,,,,,
fortinet,FTNT,United States,sales,6,P6,,,,,,,,
fortinet,FTNT,United States,sales-engineer,1,P1,,,,,,,,
fortinet,FTNT,United States,sales-engineer,2,P2,,,,,,,,
fortinet,FTNT,United States,sales-engineer,3,P3,,,,,,,,
fortinet,FTNT,United States,sales-engineer,4,P4,,,,,,,,
fortinet,FTNT,United States,sales-engineer,5,P5,181000,141000,11000,29000,,,,
fortinet,FTNT,United States,sales-engineer,6,P6,,,,,,,,
fortinet,FTNT,United States,product-manager,1,P1,,,,,,,,
fortinet,FTNT,United States,product-manager,2,P2,,,,,,,,
fortinet,FTNT,United States,product-manager,3,P3,430000,350000,25000,55000,,,,
fortinet,FTNT,United States,product-manager,4,P4,,,,,,,,
fortinet,FTNT,United States,product-manager,5,P5,,,,,,,,
fortinet,FTNT,United States,product-manager,6,P6,,,,,,,,
fortinet,FTNT,United States,financial-analyst,,-,120000,120000,0,0,,,3 Years,8 Years
fortinet,FTNT,United States,business-analyst,,,110500,,,,121000,100000,,
fortinet,FTNT,United States,business-development,,,79600,,,,87200,72000,,
fortinet,FTNT,United States,software-engineering-manager,1,P1,180000,163000,17500,0,,,,
